Lead Status,Lead Owner,Lead Source,Geoclient Response,BCW ID,Notes,Follow-up Needed,Visit Type,Visit Reason,Establishment Visit Status,Due Date,Company,Business Legal Name,Street Address,Floor/Suite/Apt,City,State,Zip Code,Alternate Address,Borough,BBL,Address Point ID,geolocation,Longitude,Latitude,Sanitation District,Sanitation Section,Community District,Business Improvement District,License,License Type,Building Type,Organics Effective Date,Primary Organics Type,Secondary Organics Type (Chain),Secondary Organics Type (FSE),On-site Processing Registration,Industry Type ,IsChain?,Business Model (affiliation),Chain Name (if different from DBA name),No. of Locations in NYC,Floor Area,Attendance or Venue Capacity,Foam Ban Waiver,Organics ID,Carter ID,Carter Customer ID,Pro Fee Account,Pro Fee Certification,Pro Fee Expiration,No. of Employees,Website,EIN,Property Management Company,Property Manager Alternate Address,Property Manager Street Address,Property Manager Floor/Suite/Apt,Property Manager City,Property Manager State,Property Manager Zip Code,Property Manager Borough,Property Manager First Name,Property Manager Last Name,Property Manager Email ,Property Manager Phone ,Property Manager Phone No. Ext.,Property Manager Phone Type,Property Manager Newsletter,Primary Contact Role,Work Title,Salutation,Suffix,First Name,Last Name,Email,Phone,Primary Contact Phone No. Ext.,Primary Contact Phone Type,Primary Contact Newsletter,donateNYC Registration,Preferred Language,Secondary Contact Role,Secondary Corporate Title,Secondary Contact First Name,Secondary Contact Last Name,Secondary Contact Email,Secondary Contact Phone No.,Secondary Contact Phone No. Ext.,Secondary Contact Phone Type,Secondary Contact Newsletter
,,Seed Dataset,,,source=organic3;fulcrum_id=1b6832e6-006f-40d1-94df-61c71b693e78;fid_ce=294;fid_orig=2144,,,,,,ASSOCIATED SUPERMARKET,PREPARATE CORP,1888 Fulton St,,New York,New York,11233,,Brooklyn,3017040012,,40.678993;-73.924043,-73.924043,40.678993,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2e788033-9c68-457d-a71f-fbb6ff203254;fid_ce=295;fid_orig=3097,,,,,,C TOWN,1176 LIBERTY FOOD CORP,1176 Liberty Ave,,New York,New York,11208,,Brooklyn,3042040018,,40.678872;-73.865839,-73.865839,40.678872,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e36f9e60-a9a2-459e-b407-2022a18c01ee;fid_ce=297;fid_orig=3155,,,,,,C TOWN SUPERMARKET,57JR FOODS CORP,57 Mill St,,New York,New York,11231,,Brooklyn,3005390037,,40.675972;-74.004698,-74.004698,40.675972,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=6dfa8e14-70db-43dc-8e4a-1dbaa6a41ab0;fid_ce=298;fid_orig=3456,,,,,,CHERRY VALLEY MARKETPLA,IGUA FOOD CORP,421 E 189 St,,New York,New York,10458,,Bronx,2030330004,,40.860351;-73.892135,-73.892135,40.860351,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=5d34ebc3-5abf-4950-bcf2-4f351b6e0735;fid_ce=299;fid_orig=3557,,,,,,CITY FRESH MARKET,REAL CHANCE INC THE,125 East 116 St,,New York,New York,10029,,Manhattan,1016440012,,40.798884;-73.942211,-73.942211,40.798884,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=fb378365-3d1f-4862-b078-ccb82ec27414;fid_ce=301;fid_orig=3830,,,,,,C-TOWN,PONGO FOOD CORP,3690 Third Ave,,New York,New York,10456,,Bronx,2029250033,,40.834976;-73.90353,-73.90353,40.834976,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a99d84c5-2978-4650-a945-627fd34653b8;fid_ce=302;fid_orig=6407,,,,,,GRACEFULLY,FOODEX LLC,101 West End Ave,,New York,New York,10069,,Manhattan,1011710062,,40.775065;-73.988634,-73.988634,40.775065,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=04ca4b75-a773-42f7-be6c-4fe7f21723fb;fid_ce=303;fid_orig=7096,,,,,,IDEAL FOOD BASKET,1967 FLATBUSH FOOD CORP,1967 Flatbush Ave,,New York,New York,11234,,Brooklyn,3078210030,,40.621747;-73.935927,-73.935927,40.621747,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e61b68a2-0271-4894-9d85-358fe99352c0;fid_ce=304;fid_orig=7100,,,,,,IDEAL FOOD BASKET,GALLINA MEAT CORP,2036 Bedford Ave,,New York,New York,11226,,Brooklyn,3050640053,,40.654856;-73.956291,-73.956291,40.654856,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=691eb89d-73cd-4d3f-a550-7b1a921ecfe3;fid_ce=305;fid_orig=7922,,,,,,KHIMS MILLENNIUM MARKET,KHIMS ORGANIC IV INC,111 Lawrence St,,New York,New York,11201,,Brooklyn,3001480001,,40.692829;-73.986228,-73.986228,40.692829,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e27fa121-a7ee-44b5-b559-fa3fb08bc9d1;fid_ce=306;fid_orig=9622,,,,,,MORTON WILLIAMS,BURGANDY & WHITE MKTS INC,1211 Madison Ave,,New York,New York,10128,,Manhattan,1014990020,,40.781821;-73.958103,-73.958103,40.781821,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=88a2199d-ff11-4071-bdb1-859b00cbd32b;fid_ce=307;fid_orig=9921,,,,,,NET COST MARKET,2257 EAST 16 CORP,2257 E 16 St,,New York,New York,11229,,Brooklyn,3073770029,,40.595604;-73.954831,-73.954831,40.595604,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=d843b095-47b9-4055-b434-5cec4a737af6;fid_ce=310;fid_orig=10706,,,,,,PASTOSA RAVIOLI,AA PASTOSA CORP,7425 New Utrecht Ave,,New York,New York,11204,,Brooklyn,3062140024,,40.616349;-73.999773,-73.999773,40.616349,,,,,,,,2020,Retail Food,,,,,TRUE,,Pastoso Ravioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8344e37f-a555-4684-86b2-f827c2953c96;fid_ce=311;fid_orig=10847,,,,,,PIONEER,MURAD FOOD CORP,5612 5 Ave,,New York,New York,11220,,Brooklyn,3008390041,,40.64162;-74.013959,-74.013959,40.64162,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2eee72de-0d0b-49eb-b1bf-9bf8e71448be;fid_ce=312;fid_orig=13238,,,,,,TOP TOMATO,AMBOY SUPERSTORE CORP,4045 Amboy Rd,,New York,New York,10308,,Staten Island,5054290010,,40.549485;-74.151475,-74.151475,40.549485,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=f63690ea-dce8-40e5-b713-d10d62624021;fid_ce=313;fid_orig=7822,,,,,,KEY FOOD,HARLEM 421 FOOD CORP,421 W 125 St,,New York,New York,10027,,Manhattan,1019660059,,40.812023;-73.955078,-73.955078,40.812023,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=117136da-fba8-44fe-b133-44ef45977457;fid_ce=314;fid_orig=3124,,,,,,C TOWN,LA CANA FOOD CORP,346 Central Ave,,New York,New York,11221,,Brooklyn,3033140046,,40.694987;-73.919737,-73.919737,40.694987,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=6105684a-8f2f-47c9-9d5e-b7c9eb70ed3c;fid_ce=315;fid_orig=6408,,,,,,GRACEFULLY,FOODMOOD LLC,400 E 23 St,,New York,New York,10010,,Manhattan,1009780001,,40.736643;-73.97818,-73.97818,40.736643,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=10ad058e-bf76-4c6c-b4cc-cb6d9975dc78;fid_ce=316;fid_orig=1889,,,,,,AMISH MARKET,ERNST KLEIN 6TH AVE FOODS INC,53 Park Pl,,New York,New York,10007,,Manhattan,1001260013,,40.713764;-74.010356,-74.010356,40.713764,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=fba9b1e0-fb20-4dce-8865-1d334f64ea6e;fid_ce=318;fid_orig=3107,,,,,,C TOWN,AMAL MEAT CORP,169-13 Hillside Ave,,New York,New York,11432,,Queens,4098440001,,40.710803;-73.792804,-73.792804,40.710803,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=b6fb1a5d-73dc-47b1-acdc-d09af7f31b12;fid_ce=319;fid_orig=3162,,,,,,C TOWN SUPERMARKET,NEW ERA FOODS ONE INC,668 Crescent Ave,,New York,New York,10458,,Bronx,2030880022,,40.854213;-73.885725,-73.885725,40.854213,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8b3e04e0-d8fb-4b6e-ade9-892702d52392;fid_ce=320;fid_orig=3163,,,,,,C TOWN SUPERMARKET,RIZKA FOOD CORPORATION,2071 Clove Rd,,New York,New York,10304,,Staten Island,5029210006,,40.603962;-74.083657,-74.083657,40.603962,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=49ba9553-6a9e-4e31-b433-3dc74111e1ba;fid_ce=321;fid_orig=3834,,,,,,C-TOWN SUPERMARKET,E&D 204 FOOD CORP,264 E 204 St,,New York,New York,10458,,Bronx,2033090058,,40.874064;-73.88393,-73.88393,40.874064,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=79c3465d-7edb-42e0-9cca-278fc8bd6374;fid_ce=323;fid_orig=5524,,,,,,FINE FARE,1305 MYRTLE LLC,1305 Myrtle Ave,,New York,New York,11221,,Brooklyn,3032280025,,40.69798;-73.926326,-73.926326,40.69798,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2f973a82-b7ba-4961-aa5b-a89de2df7d5a;fid_ce=324;fid_orig=5749,,,,,,FOOD STORY NATURAL MARK,FOOD STORY NATURAL MARKET INC,40 Bogart St,,New York,New York,11206,,Brooklyn,3031020001,,40.704742;-73.933124,-73.933124,40.704742,,,,,,,,2020,Retail Food,,,,,TRUE,,Food Story Natural Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=c8c78720-bc70-45f5-b57f-3a34bf3200db;fid_ce=325;fid_orig=5811,,,,,,FOODTOWN SUPERMARKET,MOTHER FOOD CORP,173-09 Jamaica Ave,,New York,New York,11432,,Queens,4098090045,,40.707909;-73.786509,-73.786509,40.707909,,,,,,,,2020,Retail Food,,,,,TRUE,,Food Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a59ca355-46f1-4cff-ad79-259092d353e9;fid_ce=326;fid_orig=6377,,,,,,GOURMET GARAGE,GG WEST 66 LLC,155 W 66 St,,New York,New York,10023,,Manhattan,1011387503,,40.774386;-73.983399,-73.983399,40.774386,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=b63f848e-140b-4cab-b105-5a676d78d5be;fid_ce=327;fid_orig=7097,,,,,,IDEAL FOOD BASKET,CHIVO MEAT CORP,720 Washington Ave,,New York,New York,11238,,Brooklyn,3011600037,,40.676306;-73.963494,-73.963494,40.676306,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=cf38e2a6-def8-4d5d-83c4-1bdb1079375a;fid_ce=328;fid_orig=7806,,,,,,KEY FOOD,786 FLATBUSH FOOD CORP,786 Flatbush Ave,,New York,New York,11226,,Brooklyn,3050630056,,40.653836;-73.959513,-73.959513,40.653836,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=da5075ce-ab34-4fdf-872f-cacb185e399c;fid_ce=329;fid_orig=7883,,,,,,KEY FOOD FRESH MARKET,SKYLIGHT HOLDINGS 2 INC,617 5 Ave,,New York,New York,11215,,Brooklyn,3008670001,,40.663699;-73.990978,-73.990978,40.663699,,,,,,,,2020,Retail Food,,,,,TRUE,,Key Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=2514706b-11f2-48d5-af61-88d794929f76;fid_ce=330;fid_orig=7920,,,,,,KHIMS MILLENNIUM MARKET,KHIMS MILLENNIUM MARKET VI INC,460 Driggs Ave,,New York,New York,11211,,Brooklyn,3022980017,,40.719135;-73.954196,-73.954196,40.719135,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=de502d37-9ad0-4fa9-8202-cf027f735ce8;fid_ce=332;fid_orig=12189,,,,,,SHOP FAIR,187 PRODUCE CORP,187 Troy Ave,,New York,New York,11213,,Brooklyn,3013650001,,40.673075;-73.9363,-73.9363,40.673075,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=9faced9b-8706-45e1-9531-2fff896a87a3;fid_ce=333;fid_orig=13240,,,,,,TOP TOMATO,VICTORY PRODUCE LLC,3579 Victory Blvd,,New York,New York,10314,,Staten Island,5021620187,,40.600859;-74.176785,-74.176785,40.600859,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=e22ce0d7-d0a1-4489-af1f-49b677ea611c;fid_ce=335;fid_orig=3136,,,,,,C TOWN,R&E CORP,809 Southern Blvd,,New York,New York,10459,,Bronx,2027210024,,40.816631;-73.895909,-73.895909,40.816631,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=55815248-15e7-425d-85a2-f67467a875b4;fid_ce=337;fid_orig=5527,,,,,,FINE FARE,195 WEBSTER MEAT & PRODUCE CORP,2645 Webster Ave,,New York,New York,10458,,Bronx,2032770041,,40.863518;-73.888977,-73.888977,40.863518,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a4da2826-e84b-45eb-9851-5dd9f7acb0b8;fid_ce=338;fid_orig=7828,,,,,,KEY FOOD,RED APPLE TREE INC,169 Atlantic Ave,,New York,New York,11201,,Brooklyn,3002760016,,40.690165;-73.994057,-73.994057,40.690165,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=8a1549d8-b441-4c6f-bfcc-5d68707ddd4d;fid_ce=339;fid_orig=9278,,,,,,MET FOODS,131 DRIGGS AVENUE SUPERMARKET INC,131 Driggs Ave,,New York,New York,11222,,Brooklyn,3027030019,,40.723116;-73.943803,-73.943803,40.723116,,,,,,,,2020,Retail Food,,,,,TRUE,,Met Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=babfaf27-25bb-46fd-a097-57d9096f3fcd;fid_ce=342;fid_orig=2109,,,,,,ASSOCIATED,EMPORIUM SUPERMARKET CORP,148 E 170 St,,New York,New York,10452,,Bronx,2028420055,,40.839055;-73.914663,-73.914663,40.839055,,,,,,,,2020,Retail Food,,,,,TRUE,,Associated Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=4737e0f0-e8e4-4b51-8177-624e74431dba;fid_ce=344;fid_orig=2838,,,,,,BRAVO SUPERMARKET,JD 248 FOOD CORP,248 E 174 St,,New York,New York,10457,,Bronx,2027920040,,40.844692;-73.906863,-73.906863,40.844692,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=fb09fe34-5ff1-47f0-be64-5bc26db295df;fid_ce=345;fid_orig=2845,,,,,,BRAVO SUPERMARKET,RO SUPERMARKET CORP,640 Courtlandt Ave,,New York,New York,10451,,Bronx,2023990001,,40.818851;-73.91849,-73.91849,40.818851,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=d29d99cd-95b8-4a27-b263-eeaabb5f3d16;fid_ce=346;fid_orig=2965,,,,,,BROOKLYN FARE,BC FOOD CORP,200 Schermerhorn St,,New York,New York,11201,,Brooklyn,3001710001,,40.688822;-73.985674,-73.985674,40.688822,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=b5baacfa-e7e8-47d4-905c-61d639b1fb87;fid_ce=347;fid_orig=3103,,,,,,C TOWN,564 GROCERY INC,564 Southern Blvd,,New York,New York,10455,,Bronx,2026030011,,40.812408;-73.903155,-73.903155,40.812408,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a58af9e1-a7e3-4973-80ee-b2827a1b3ba9;fid_ce=348;fid_orig=3113,,,,,,C TOWN,DAVID&SONS FOOD CORP,241 Taaffe Pl,,New York,New York,11205,,Brooklyn,3019250001,,40.691138;-73.959555,-73.959555,40.691138,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=d6528dda-49a5-492b-b622-63a4f3849bc5;fid_ce=349;fid_orig=3117,,,,,,C TOWN,FOOD COLONY LLC,7510 5 Ave,,New York,New York,11209,,Brooklyn,3059410043,,40.629314;-74.022722,-74.022722,40.629314,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=ed41a55b-07e4-456f-8af3-526ea93cbdea;fid_ce=350;fid_orig=3132,,,,,,C TOWN,NATIONAL GROCERY CO INC,237 Avenue U,,New York,New York,11223,,Brooklyn,3071010129,,40.596752;-73.975366,-73.975366,40.596752,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=d7324bbc-f104-4c0c-a9d2-587774b1b5d9;fid_ce=351;fid_orig=3134,,,,,,C TOWN,PS MEAT CORP,238 West 116 St,,New York,New York,10026,,Manhattan,1018310051,,40.80389;-73.954137,-73.954137,40.80389,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=4c6d2f7b-473b-40b5-b06b-e12affab1433;fid_ce=352;fid_orig=3138,,,,,,C TOWN,RIVERDALE MEAT&PRODUCE CORP,5249 Broadway,,New York,New York,10463,,Bronx,1022150593,,40.875533;-73.908588,-73.908588,40.875533,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=3f65c9c8-9969-4b41-9fec-668185eadecc;fid_ce=353;fid_orig=3144,,,,,,C TOWN,UTICA MEAT & PRODUCE INC,330 Utica Ave,,New York,New York,11213,,Brooklyn,3014080040,,40.666693;-73.931335,-73.931335,40.666693,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=a96321f7-bbbe-48e3-95f0-0ab18ffb7320;fid_ce=354;fid_orig=3558,,,,,,CITY FRESH MARKET,TRIPLE FOOD CORP,39-09 103 St,,New York,New York,11368,"39-07 103rd St, Corona, NY 11368",Queens,4017700110,,40.750465;-73.862876,-73.862876,40.750465,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=589401fb-d044-475e-b7c2-9377cad4ed7f;fid_ce=356;fid_orig=3677,,,,,,COMPARE FOODS,D&A 724 FOOD CORP,724 Hunts Pt Ave,,New York,New York,10474,,Bronx,2027630256,,40.815248;-73.886558,-73.886558,40.815248,,,,,,,,2020,Retail Food,,,,,TRUE,,Compare Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=61f72997-2c12-4e1c-8acb-867f646e82da;fid_ce=357;fid_orig=3839,,,,,,C-TOWN SUPERMARKET,VERT FOODS CORP,72-48 Austin St,,New York,New York,11375,,Queens,4032550065,,40.7187;-73.841232,-73.841232,40.7187,,,,,,,,2020,Retail Food,,,,,TRUE,,C Town Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=9a0ede36-3425-4d4d-af43-cac2f67feb08;fid_ce=358;fid_orig=4548,,,,,,DOWNTOWN NATURAL MARKET,PRAMUKH HEALTH MARKET INC,1701 Church Ave,,New York,New York,11226,,Brooklyn,3050780042,,40.649128;-73.963895,-73.963895,40.649128,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=445d2d3f-51dc-4f20-9d08-980fd93e9931;fid_ce=359;fid_orig=5534,,,,,,FINE FARE,ALMONTE FOOD CORP,675 Lincoln Ave,,New York,New York,11208,,Brooklyn,3042710005,,40.672675;-73.866436,-73.866436,40.672675,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=82b49f49-8017-4809-82d1-ad8737e6c4cf;fid_ce=360;fid_orig=5538,,,,,,FINE FARE,CENTRAL PARK NORTH MEAT LLC,37 Lenox Ave,,New York,New York,10026,,Manhattan,1018210031,,40.799297;-73.95167,-73.95167,40.799297,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=4b333069-0eb5-4910-9e8b-14a2c668f4dd;fid_ce=361;fid_orig=5747,,,,,,FOOD STORY NATURAL MARK,FOOD STORY NATURAL MARKET 111 INC,23-38 31 St,,New York,New York,11105,,Queens,4008420083,,40.773592;-73.913819,-73.913819,40.773592,,,,,,,,2020,Retail Food,,,,,TRUE,,Food Story Natural Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seed Dataset,,,source=organic3;fulcrum_id=697d362c-199b-41bb-b7c4-35e9a34c5cd5;fid_ce=362;fid_orig=5750,,,,,,FOOD TOWN,3100 THIRD AVENUE FOOD LLC,3100 3 Ave,,New York,New York,10451,,Bronx,2023640045,,40.821566;-73.912106,-73.912106,40.821566,,,,,,,,2020,Retail Food,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
